"anio","region","cod_prov","provincia","cod_cant_d","canton","valor_agregado","impuestos","pib","exportaciones","importaciones","cod_cant"
2021,"Central","3","Cartago",308,"El Guarco",176907.237044623,14858.9493193976,191766.186364021,27185.4150063085,34320.2852969585,"08"
2021,"Central","4","Heredia",401,"Heredia",2036356.56757065,137717.059240742,2174073.6268114,766230.758695903,754882.483045755,"01"
2021,"Central","4","Heredia",402,"Barva",208064.632354471,12801.6177084204,220866.250062891,8761.39684371172,17955.7934034627,"02"
2021,"Central","4","Heredia",403,"Santo Domingo",526087.3692019,50396.7406310839,576484.109832984,16897.2029285734,63092.1388504402,"03"
2021,"Central","4","Heredia",404,"Santa Bárbara",114075.652066299,7005.09605938746,121080.748125687,5765.73610344628,11184.3157687185,"04"
2021,"Central","4","Heredia",405,"San Rafael",288743.541389848,10972.3985159805,299715.939905829,268.145813890086,10637.2169027388,"05"
2021,"Central","4","Heredia",406,"San Isidro",127843.691741943,7652.55589706417,135496.247639007,986.115064270501,3141.70798540701,"06"
2021,"Central","4","Heredia",407,"Belén",1286613.37303682,128478.679881763,1415092.05291858,4591.78607628208,32925.3804099051,"07"
2021,"Central","4","Heredia",408,"Flores",301656.466546987,123537.569383582,425194.035930569,5977.76608663488,13429.8693087767,"08"
2021,"Central","4","Heredia",409,"San Pablo",187328.627572855,14594.5259752397,201923.153548094,105.789980666821,3518.43696153727,"09"
2021,"Huetar Norte","4","Heredia",410,"Sarapiquí",290789.897392862,14594.415166701,305384.312559563,168928.833469408,8639.71196262468,"10"
2021,"Chorotega","5","Guanacaste",501,"Liberia",767232.630593276,60870.5429273099,828103.173520586,9394.6476770984,29299.3908005495,"01"
2021,"Chorotega","5","Guanacaste",502,"Nicoya",225516.711403754,11822.7697404068,237339.481144161,13214.6345347907,3034.83381159857,"02"
2021,"Chorotega","5","Guanacaste",503,"Santa Cruz",324641.524978611,27668.4487332267,352309.973711838,964.184363904889,3483.26024749131,"03"
2021,"Chorotega","5","Guanacaste",504,"Bagaces",138136.805941548,9316.05836653198,147452.86430808,484.273240767333,4116.77094890322,"04"
2021,"Chorotega","5","Guanacaste",505,"Carrillo",229613.478639198,17661.3894957128,247274.868134911,7306.6115797539,9687.64301431474,"05"
2021,"Chorotega","5","Guanacaste",506,"Cañas",135822.33740461,10299.8320433191,146122.169447929,28082.4571798348,12025.2442901123,"06"
2021,"Chorotega","5","Guanacaste",507,"Abangares",91411.1200736219,11532.0570910139,102943.177164636,31393.5011266761,11811.3837627989,"07"
2021,"Chorotega","5","Guanacaste",508,"Tilarán",154732.570422548,9916.55937486549,164649.129797413,269.096936703822,1890.54214592156,"08"
2021,"Chorotega","5","Guanacaste",509,"Nandayure",35668.3559821424,2470.15035204984,38138.5063341923,2911.49951358535,138.007894449415,"09"
2021,"Chorotega","5","Guanacaste",510,"La Cruz",62283.4344953456,4514.89312854336,66798.327623889,32145.1678621538,2782.27277178794,"10"
2021,"Chorotega","5","Guanacaste",511,"Hojancha",25229.9793713737,1274.58492320979,26504.5642945835,91.5517047381872,12.2864855667276,"11"
2021,"Pacífico Central","6","Puntarenas",601,"Puntarenas",652003.294325716,55664.5127081927,707667.807033908,171291.176644559,343261.333492747,"01"
2021,"Pacífico Central","6","Puntarenas",602,"Esparza",118771.836903764,11663.405403053,130435.242306817,82787.8663711533,194155.218693984,"02"
2021,"Brunca","6","Puntarenas",603,"Buenos Aires",127367.679431124,4521.55739998283,131889.236831107,363.260772605629,484.942678999354,"03"
2021,"Pacífico Central","6","Puntarenas",604,"Montes de Oro",65177.7684146974,5491.69308637825,70669.4615010757,678.874892982826,617.685153296729,"04"
2021,"Brunca","6","Puntarenas",605,"Osa",141348.172125692,8924.36525181088,150272.537377503,1017.92732773118,627.431564940964,"05"
2021,"Pacífico Central","6","Puntarenas",606,"Quepos",180076.253627762,15227.5650474887,195303.818675251,23816.7246678986,5249.31432212554,"06"
2021,"Brunca","6","Puntarenas",607,"Golfito",175685.243618388,16368.7513601496,192053.994978538,0,28599.418462041,"07"
2021,"Brunca","6","Puntarenas",608,"Coto Brus",138363.267685704,7071.40912246013,145434.676808164,1325.37608491001,607.229948543614,"08"
2021,"Pacífico Central","6","Puntarenas",609,"Parrita",89866.2826133966,5151.22920788816,95017.5118212847,13900.0894859853,1328.43895381648,"09"
2021,"Brunca","6","Puntarenas",610,"Corredores",175154.206089952,7506.18228052266,182660.388370475,185093.506197735,9679.19722165235,"10"
2021,"Pacífico Central","6","Puntarenas",611,"Garabito",171945.92297462,14549.0830302071,186495.006004827,611.177982521825,6262.27507116962,"11"
2021,"Huetar Caribe","7","Limón",701,"Limón",419982.892302779,24607.0696758594,444589.961978638,102329.978254394,1239357.08517556,"01"
2021,"Huetar Caribe","7","Limón",702,"Pococí",652201.408277306,57646.9976310543,709848.405908361,466610.849535343,230242.039464867,"02"
2021,"Huetar Caribe","7","Limón",703,"Siquirres",362920.571678185,24703.0114356424,387623.583113827,85988.3564764991,105544.321621261,"03"
2021,"Huetar Caribe","7","Limón",704,"Talamanca",143153.86558609,10353.9671668979,153507.832752988,3745.09894195092,226.823331254985,"04"
2021,"Huetar Caribe","7","Limón",705,"Matina",202626.645630118,7725.6993419068,210352.344972024,35752.2888703126,8803.49331425514,"05"
2021,"Huetar Caribe","7","Limón",706,"Guácimo",173022.001606816,6893.70710795188,179915.708714767,78912.4398218,27487.5242817687,"06"
2022,"Central","1","San José",101,"San José",7306389.75587204,755544.218761104,8061933.97463315,1229599.81028063,3812299.41665714,"01"
2022,"Central","1","San José",102,"Escazú",1860522.5740947,133774.483975363,1994297.05807006,57375.4766902275,140847.632440986,"02"
2022,"Central","1","San José",103,"Desamparados",883459.852822611,78322.7836631224,961782.636485733,45437.8459361553,256448.290402496,"03"
2022,"Central","1","San José",104,"Puriscal",118748.52611291,12626.6732232645,131375.199336174,1432.00705713141,7831.85183491395,"04"
2022,"Central","1","San José",105,"Tarrazú",97001.3283482812,4426.07002602112,101427.398374302,35897.3427180077,1227.08196824126,"05"
2022,"Central","1","San José",106,"Aserrí",137452.000542651,9097.8657940258,146549.866336677,5484.13589286168,8363.03140527974,"06"
2022,"Central","1","San José",107,"Mora",215767.70875892,11633.486445247,227401.195204167,9281.52414675404,8460.48912923397,"07"
2022,"Central","1","San José",108,"Goicoechea",976438.203709052,100910.362026447,1077348.5657355,19359.2185867085,164223.573229407,"08"
2022,"Central","1","San José",109,"Santa Ana",1936141.13788485,87228.8523485996,2023369.99023345,22973.6739603838,171383.746289485,"09"
2022,"Central","1","San José",110,"Alajuelita",183184.149685321,15434.4625896884,198618.612275009,914.171246135673,19508.6399972942,"10"
2022,"Central","1","San José",111,"Vázquez de Coronado",303429.402790936,20871.1836444083,324300.586435344,1266.32572768605,22825.1505231347,"11"
2022,"Central","1","San José",112,"Acosta",71739.0345260648,3841.68888425451,75580.7234103193,17308.788722303,3962.87201936859,"12"
2022,"Central","1","San José",113,"Tibás",560040.274076876,50596.9485358476,610637.222612723,27682.5812930847,67344.9487023098,"13"
2022,"Central","1","San José",114,"Moravia",369709.954653069,27285.9473207026,396995.901973771,29581.9616565132,48529.3386961117,"14"
2022,"Central","1","San José",115,"Montes de Oca",1288742.96785615,61586.8389573233,1350329.80681347,20310.9958990405,31434.413139425,"15"
2022,"Central","1","San José",116,"Turrubares",17122.9801035889,524.879072464811,17647.8591760537,3.48887238728717,158.170924988793,"16"
2022,"Central","1","San José",117,"Dota",35881.8015516169,2002.69315199409,37884.494703611,4571.77872236403,32.6432953579663,"17"
2022,"Central","1","San José",118,"Curridabat",891681.510203759,67684.124816054,959365.635019813,11085.1399321814,132445.157596886,"18"
2022,"Brunca","1","San José",119,"Pérez Zeledón",651335.32435314,40783.7368484953,692119.061201636,16693.3401202674,9918.30257333988,"19"
2022,"Central","1","San José",120,"León Cortés Castro",84110.2450075938,4276.33612307471,88386.5811306685,0,182.114256501269,"20"
2022,"Central","2","Alajuela",201,"Alajuela",4106141.49411391,412775.412011018,4518916.90612493,3732599.36953864,2386526.64365971,"01"
2022,"Central","2","Alajuela",202,"San Ramón",368474.981444419,22311.5884802748,390786.569924694,23743.2913170571,23188.568393462,"02"
2022,"Central","2","Alajuela",203,"Grecia",452158.30612614,55911.0713808321,508069.377506972,114173.488197859,76545.6108326522,"03"
2022,"Pacífico Central","2","Alajuela",204,"San Mateo",19891.5924230213,946.352498761707,20837.944921783,229.815281818391,88.4517579337619,"04"
2022,"Central","2","Alajuela",205,"Atenas",119540.007676144,7664.98749643864,127204.995172583,1336.68581619346,6899.88642178463,"05"
2022,"Central","2","Alajuela",206,"Naranjo",157319.427484086,15450.6154685313,172770.042952617,5425.30213969291,18542.3352021562,"06"
2022,"Central","2","Alajuela",207,"Palmares",188638.996642867,19532.5332032534,208171.52984612,15125.184461974,37845.669655953,"07"
2022,"Central","2","Alajuela",208,"Poás",155310.540822442,11514.3722579442,166824.913080386,3401.10649134733,6305.88802143547,"08"
2022,"Pacífico Central","2","Alajuela",209,"Orotina",93817.5931753597,7394.5997697546,101212.192945114,8578.17502208449,18840.5142083277,"09"
2022,"Huetar Norte","2","Alajuela",210,"San Carlos",1132859.84499156,77474.302921666,1210334.14791323,444837.209386277,64387.6895032026,"10"
2022,"Central","2","Alajuela",211,"Zarcero",106442.634215943,5650.65049442492,112093.284710368,3575.43241127966,1589.90801566053,"11"
2022,"Central","2","Alajuela",212,"Sarchí",105961.166070853,5329.65597053036,111290.822041383,17523.6751435608,2362.6657139784,"12"
2022,"Huetar Norte","2","Alajuela",213,"Upala",167223.814327957,8033.46264108318,175257.27696904,21823.3285630363,52.3315104790238,"13"
2022,"Huetar Norte","2","Alajuela",214,"Los Chiles",106246.849655397,3545.10533185181,109791.954987249,38123.3647287534,10.8073732205899,"14"
2022,"Huetar Norte","2","Alajuela",215,"Guatuso",45027.4767852796,2298.01971647422,47325.4965017539,200.897431266953,970.111279752321,"15"
2022,"Huetar Norte","2","Alajuela",216,"Río Cuarto",53378.5180204196,3185.74517557348,56564.2631959931,35603.2144056163,6179.3728987619,"16"
2022,"Central","3","Cartago",301,"Cartago",1639438.77259446,202052.50351414,1841491.2761086,1136139.31468592,728890.135134147,"01"
2022,"Central","3","Cartago",302,"Paraíso",271369.604780095,18899.2020343721,290268.806814467,34993.0106550991,9432.9322020424,"02"
2022,"Central","3","Cartago",303,"La Unión",555243.064825119,79148.0501788397,634391.115003959,52717.984077141,73928.125128229,"03"
2022,"Central","3","Cartago",304,"Jiménez",109774.444209293,6154.83047693437,115929.274686228,2241.71993328019,730.042086803675,"04"
2022,"Central","3","Cartago",305,"Turrialba",321369.359049756,33518.6903018854,354888.049351642,30180.7058155968,10747.0271558165,"05"
2022,"Central","3","Cartago",306,"Alvarado",85984.2296841575,4720.57701140704,90704.8066955645,59.673603891469,1501.69898051384,"06"
2022,"Central","3","Cartago",307,"Oreamuno",141189.385651846,8754.64530567528,149944.030957521,19969.7701214446,22176.3180897516,"07"
2022,"Central","3","Cartago",308,"El Guarco",203578.141560507,18148.4777081141,221726.619268621,45738.3523585993,48648.3448065707,"08"
2022,"Central","4","Heredia",401,"Heredia",2447629.35289844,143403.371718079,2591032.72461652,774946.109607301,736138.702707705,"01"
2022,"Central","4","Heredia",402,"Barva",250284.6960253,14869.3603415468,265154.056366847,8594.54389532199,20293.8512061609,"02"
2022,"Central","4","Heredia",403,"Santo Domingo",592332.517059916,62024.3249072063,654356.841967123,101385.330469315,105250.966524293,"03"
2022,"Central","4","Heredia",404,"Santa Bárbara",133862.62803739,7555.59358646959,141418.22162386,4128.17268213994,8920.32405730946,"04"
2022,"Central","4","Heredia",405,"San Rafael",338758.359405395,13451.6673722324,352210.026777628,59.9987740657431,8396.63594649753,"05"
2022,"Central","4","Heredia",406,"San Isidro",128706.92789881,8073.55098555246,136780.478884363,1458.02212791348,2711.9180667744,"06"
2022,"Central","4","Heredia",407,"Belén",1882755.47191764,122348.886239386,2005104.35815702,257337.631638191,385322.586108979,"07"
2022,"Central","4","Heredia",408,"Flores",366174.286272297,149307.615767914,515481.902040211,7825.72428008292,22094.7795007973,"08"
2022,"Central","4","Heredia",409,"San Pablo",202969.713026886,19711.8355106885,222681.548537574,6720.95696681944,8562.5506206773,"09"
2022,"Huetar Norte","4","Heredia",410,"Sarapiquí",281643.6430999,13364.7812158336,295008.424315734,150359.922896579,7549.23563791684,"10"
2022,"Chorotega","5","Guanacaste",501,"Liberia",936506.97281037,69042.4358736402,1005549.40868401,8456.80284408737,30909.0549278696,"01"
2022,"Chorotega","5","Guanacaste",502,"Nicoya",267443.785988028,15460.8008396677,282904.586827696,10014.7674828783,2426.9144976324,"02"
2022,"Chorotega","5","Guanacaste",503,"Santa Cruz",379229.038242705,30895.788777139,410124.827019844,700.586171468054,6772.87599825216,"03"
2022,"Chorotega","5","Guanacaste",504,"Bagaces",154897.969574628,12377.1840695472,167275.153644175,443.062434698693,5351.22850733052,"04"
2022,"Chorotega","5","Guanacaste",505,"Carrillo",277472.876085305,22869.0509131747,300341.926998479,3907.08446556505,7620.70844015747,"05"
2022,"Chorotega","5","Guanacaste",506,"Cañas",149096.248639579,11897.3050070921,160993.553646671,42571.7226090793,10325.1985602832,"06"
2022,"Chorotega","5","Guanacaste",507,"Abangares",105334.74117178,12344.3642907295,117679.10546251,24474.4660978842,19670.3453938104,"07"
2022,"Chorotega","5","Guanacaste",508,"Tilarán",180603.952923251,10271.6364942766,190875.589417527,80.0380328800937,2151.58085850997,"08"
2022,"Chorotega","5","Guanacaste",509,"Nandayure",38337.6054676255,2539.4508689362,40877.0563365617,2562.52268242928,340.073482576366,"09"
2022,"Chorotega","5","Guanacaste",510,"La Cruz",82365.7871262281,6708.61136151093,89074.3984877391,37186.6761145538,2437.08445747582,"10"
2022,"Chorotega","5","Guanacaste",511,"Hojancha",28857.6658843023,1694.45767863672,30552.123562939,116.212242556827,0,"11"
2022,"Pacífico Central","6","Puntarenas",601,"Puntarenas",744758.126035521,60913.4419322395,805671.567967761,190247.032032113,352865.411032506,"01"
2022,"Pacífico Central","6","Puntarenas",602,"Esparza",121747.329105926,12756.6465841392,134503.975690065,69509.1912352131,134845.946218547,"02"
2022,"Brunca","6","Puntarenas",603,"Buenos Aires",135649.396517331,4906.61953982034,140556.016057152,183.21927810282,163.863363574345,"03"
2022,"Pacífico Central","6","Puntarenas",604,"Montes de Oro",74852.7481889271,6061.336939512,80914.0851284392,243.132581882513,556.150987389827,"04"
2022,"Brunca","6","Puntarenas",605,"Osa",163697.74517673,11870.4713009599,175568.21647769,0.680475654085262,560.090146286229,"05"
2022,"Pacífico Central","6","Puntarenas",606,"Quepos",202387.89667109,15422.5559449079,217810.452615998,24329.682215205,3950.6678575623,"06"
2022,"Brunca","6","Puntarenas",607,"Golfito",175747.258659022,16987.4821892283,192734.74084825,12.183912050903,21064.7233195467,"07"
2022,"Brunca","6","Puntarenas",608,"Coto Brus",152503.659870032,7924.91599682139,160428.575866854,1038.85082508421,526.866775322111,"08"
2022,"Pacífico Central","6","Puntarenas",609,"Parrita",95952.4951108554,5416.51775866851,101369.012869524,10545.5133988466,6165.49335181681,"09"
2022,"Brunca","6","Puntarenas",610,"Corredores",197633.128412635,7509.92187554191,205143.050288177,219908.893659174,7391.30615030262,"10"
2022,"Pacífico Central","6","Puntarenas",611,"Garabito",183681.852552139,16689.7472027781,200371.599754917,2042.12350567188,4325.54292947269,"11"
2022,"Pacífico Central","6","Puntarenas",612,"Monteverde",25385.2153499584,2408.79283788742,27794.0081878458,0,0,"12"
2022,"Brunca","6","Puntarenas",613,"Puerto Jiménez",22903.5224737068,1448.8414971037,24352.3639708105,0,0,"13"
2022,"Huetar Caribe","7","Limón",701,"Limón",443748.367103758,22905.9011982752,466654.268302033,106134.268313977,1755326.59550466,"01"
2022,"Huetar Caribe","7","Limón",702,"Pococí",730531.533798308,58600.5524683778,789132.086266686,530020.742910896,312992.152553297,"02"
2022,"Huetar Caribe","7","Limón",703,"Siquirres",429138.202554155,28229.4193385672,457367.621892723,74828.7176325901,101957.386182485,"03"
2022,"Huetar Caribe","7","Limón",704,"Talamanca",158243.677027472,10823.0400904528,169066.717117925,1257.3801970068,161.844415027259,"04"
2022,"Huetar Caribe","7","Limón",705,"Matina",180214.383477605,4769.17216397955,184983.555641585,20895.5046431644,1358.91495658158,"05"
2022,"Huetar Caribe","7","Limón",706,"Guácimo",214244.429264706,9145.97182786301,223390.401092569,81578.1410069401,25240.9400151386,"06"
